Name,Address_full,Phone_number,Website,Rating,Region,Category
Ô Brio Des Saveurs,"79 Rue Jean de la Fontaine, 59880 Saint-Saulve, France",+33 6 17 97 96 69,https://o-brio-des-saveurs.fr/traiteur-saint-saulve/,5.0,Hauts-de-France,
Mes Petites Gourmandy's,"46 Rue du Général Leclerc, 59480 La Bassée, France",+33 7 81 96 28 51,http://www.gourmandys.fr/,4.3,Hauts-de-France,
La Compagnie de Charlie,"25 Bd de Mulhouse, 59100 Roubaix, France",+33 7 62 58 30 71,http://www.lacompagniedecharlie.com/,4.9,Hauts-de-France,
Instant Culinaire,,+33 6 44 33 38 54,,5.0,Hauts-de-France,
Deletrez Traiteur (Eurl),"29 Rue du Pont, 62117 Brebières, France",+33 3 21 50 15 54,http://www.lh-traiteur.fr/,4.5,Hauts-de-France,
Traiteur Chez Vous,"Pl. Jean Jaurès, 59187 Dechy, France",+33 3 27 99 02 96,http://www.traiteurchezvous.com/,4.7,Hauts-de-France,
Tout en Transparence,"21 Rue de Calais, 62500 Saint-Martin-lez-Tatinghem, France",+33 3 21 11 39 89,https://toutentransparence.com/,4.9,Hauts-de-France,
Traiteur Le Filet Mignon - Organisateur de mariages- Méchoui,"5 Rue Victor Hugo, 62800 Liévin, France",+33 6 09 78 32 08,http://www.lefiletmignon.fr/,4.6,Hauts-de-France,
France Evénement,"21 Rue du Bas chemin, 59560 Comines, France",+33 3 20 21 85 87,http://france-evenement.fr/,4.6,Hauts-de-France,
Dherin Traiteur,"84 Rue Patoux, 59580 Aniche, France",+33 3 27 92 51 25,http://dherin-traiteur.fr/,4.8,Hauts-de-France,
Traiteur Mendoza Francois,"7 a Rue Jules Guesde, 59146 Pecquencourt, France",+33 6 76 91 34 38,http://mendozatraiteur.eatbu.com/,4.9,Hauts-de-France,
L'Instant Gourmand Traiteur,,+33 6 45 18 05 15,http://www.linstantgourmand-nord.fr/,5.0,Hauts-de-France,
Maison Lecocq,"37 Av. Henri Delecroix, 59510 Hem, France",+33 3 20 69 09 59,https://lecocq.fr/,4.6,Hauts-de-France,
Auberge du Tilleul Lille,"14 Rue du Dr Coubronne, 59510 Hem, France",+33 3 20 83 99 99,http://aubergedutilleul.com/,4.7,Hauts-de-France,
Les poêlées de Pépé Nord,"46 Rue John Whitley, 62360 Condette, France",+33 6 58 37 15 17,http://www.lespoeleesdepepe.fr/,4.7,Hauts-de-France,
Chaleur Tournante (ex Les Cookies à Cléry),"8 Rue de la Distillerie, 59650 Villeneuve-d'Ascq, France",+33 6 98 92 14 19,https://www.chaleurtournante.fr/,5.0,Hauts-de-France,
Les p'tits plats de kelly,"316 Imp. du Pacault, 62136 Lestrem, France",+33 7 88 08 67 65,https://www.facebook.com/lesptitsplatsdekelly,5.0,Hauts-de-France,
A Croquer - Artisan Traiteur,"31 Rue Jean Jaurès, 62880 Vendin-le-Vieil, France",+33 6 56 78 43 86,https://www.acroquerartisantraiteur.com/,4.8,Hauts-de-France,
LC Traiteur,"226 Rue Roger Salengro, 59286 Raimbeaucourt, France",+33 6 86 51 32 05,https://lc-traiteur-leforest.metro.rest/,4.6,Hauts-de-France,
Stéphanie Bultel Traiteur,"66 Rue Principale, 62560 Avroult, France",+33 3 21 98 64 32,https://www.facebook.com/stephaniebulteltraiteur,4.8,Hauts-de-France,
NR TRAITEUR,"Bd de Lille, 59560 Comines, France",+33 6 26 28 31 20,http://nr-traiteur.fr/,4.8,Hauts-de-France,
D'ici et d'Ailleurs by Patricia,,+33 6 66 36 94 96,https://www.facebook.com/DicietdAilleursbyPatricia,5.0,Hauts-de-France,
La Bonne Franquette,"154 Rue de la Lys, 59250 Halluin, France",+33 3 20 23 89 98,http://www.labonnefranquette.fr/,4.6,Hauts-de-France,
TRAITEUR MAXIME SAINT-AMAND-LES-EAUX,,+33 6 46 37 78 47,https://www.facebook.com/maxtraiteu/,4.7,Hauts-de-France,
Traiteur Glavieux,"2 Rte d'Arras, 62320 Rouvroy, France",+33 6 23 78 38 73,https://monsieur-emmanuel-glavieux-rouvroy.eatbu.com/?lang=fr,4.4,Hauts-de-France,
Gourmet Traiteur,"41 Rue Terdeghem, 59520 Marquette-lez-Lille, France",+33 3 62 27 98 29,https://www.gourmettraiteur.fr/,5.0,Hauts-de-France,
Florent Porcq Traiteur,"9 Av. des Peupliers, 62840 Laventie, France",+33 6 10 36 12 09,http://www.florentporcq-traiteur.fr/,4.9,Hauts-de-France,
Goûts et Découvertes,"17 Rue Corneille, 59370 Mons-en-Barœul, France",+33 6 23 51 16 83,https://goutsetdecouvertes.fr/,5.0,Hauts-de-France,
FC Créateurs de Saveurs - traiteur,"65 Rue d'Arras, 62500 Saint-Omer, France",+33 3 21 38 22 98,https://fc-saveurs.com/,4.8,Hauts-de-France,
Ju vous régale,,+33 7 72 77 29 38,,5.0,Hauts-de-France,
Culin'R Traiteur,"844 Av. d'Etaples, 62780 Cucq, France",+33 3 21 09 88 32,http://www.culin-r.com/,5.0,Hauts-de-France,
Davaine David,"35 Rue de la Cloris, 59500 Douai, France",+33 3 27 88 75 38,http://www.davaine-traiteur.com/,4.6,Hauts-de-France,
Toque Et Popote,"61 Rue du Calvaire, 59510 Hem, France",+33 6 79 14 85 28,,4.8,Hauts-de-France,
6ESENS | Traiteur Haut de Gamme & Luxe | Paris,"28 Rue de Chambéry, 75015 Paris, France",+33 1 80 91 61 81,http://www.6em-sens.fr/,5.0,Hauts-de-France,
Le Margouillat Vert Traiteur & Catering,"9 Rue Rosa Parks, 62300 Lens, France",+33 3 21 70 22 63,https://le-margouillat-vert.com/,5.0,Hauts-de-France,
Le Taigneville,"62 Rte nationale, 62980 Vermelles, France",+33 9 54 27 20 92,https://www.letaigneville.fr/,4.7,Hauts-de-France,
Traiteur Yohann Vanhove,"40 Rue Saint-Georges, 59400 Cambrai, France",+33 6 59 70 98 18,http://www.traiteur-patissier-vanhove.fr/,4.9,Hauts-de-France,
DELECTAMENTI Culina Traiteur,,+33 6 82 80 83 26,http://www.delectamenti-culina.fr/,5.0,Hauts-de-France,
BOUCHERIE CHARCUTERIE TRAITEUR MENU,"17 Rue Albert Lagache, 59310 Landas, France",+33 3 20 61 59 21,http://www.facebook.com/pages/category/Specialty-Grocery-Store/Boucherie-Menu-307732129316015,4.8,Hauts-de-France,
La fille du Chef traiteur,,+33 6 67 46 64 04,https://lafilleduchef.wixsite.com/cake,4.7,Hauts-de-France,
"OSCAR (Traiteur, Boucherie, Charcuterie)","37 Rue Abbé Desplanques, 59130 Lambersart, France",+33 3 20 92 24 56,http://www.oscartraiteur.fr/,4.7,Hauts-de-France,
Les délices d'Annie,,+33 6 52 38 53 47,https://www.facebook.com/pages/category/Community/Les-d%C3%A9lices-d-annie-traiteur-1801435923405237/,4.0,Hauts-de-France,
André Desmis Traiteur,"25 Rue Saint-Jacques, 59270 Bailleul, France",+33 3 28 42 76 40,http://www.andre-desmis-traiteur.com/,4.7,Hauts-de-France,
PLATEAUX GOURMANDS,"48 Rue de l'Église, 59700 Marcq-en-Barœul, France",+33 6 05 91 41 36,http://www.plateauxgourmands-traiteur.com/,5.0,Hauts-de-France,
Traiteur José Dupuich & Salons Alexis,"1337 Rue de l'Estrée, 59280 Bois-Grenier, France",+33 6 99 57 30 00,https://www.facebook.com/traiteurdupuich,4.5,Hauts-de-France,
Maison Paillard Traiteur,"7 Rue Léon Blum, 59820 Gravelines, France",,,4.9,Hauts-de-France,
YANKA Traiteur,"29 Rue Victor Tilmant, 59000 Lille, France",+33 3 28 55 39 55,http://www.yanka.com/,4.5,Hauts-de-France,
"l'Atelier de Dylan, artisan-traiteur, produits frais régionaux, pâtisseries, à Merville, Flandre, Hauts de France (Nord).","173 Rue du Dr Rousseau, 59660 Merville, France",+33 7 83 51 79 21,http://www.latelierdedylan.com/,4.3,Hauts-de-France,
L'Atelier de Fred traiteur - Rotisseur,"1780 Rte Nationale, 59930 La Chapelle-d'Armentières, France",+33 3 20 48 81 18,https://www.latelierdefred-rotisserie.com/,4.2,Hauts-de-France,
Janine Traiteur,,+33 6 11 44 42 00,https://janinetraiteur.fr/,5.0,Hauts-de-France,
VincenTraiteur,"1 Pl. Jules Leriche, 62380 Lumbres, France",+33 6 63 86 97 27,,4.3,Hauts-de-France,
Christophe Derville,,+33 3 28 07 31 55,https://www.christophe-derville.com/,5.0,Hauts-de-France,
Traiteurs-lille.fr,,,https://www.traiteurs-lille.fr/,,Hauts-de-France,
Les Pieds Sous la Table,"140 Chem. Parmentier, 62100 Calais, France",+33 3 21 85 44 16,http://www.piedssouslatable.com/,4.9,Hauts-de-France,
Pause DEJ' Traiteur,"7 Rue Benjamin Franklin, 62880 Vendin-le-Vieil, France",+33 6 58 21 60 07,http://pausedejtraiteur.fr/,4.5,Hauts-de-France,
Les Box Gourmandes - Traiteur Buffet mignardises & Planche Tapas,"56 Rue d'Isly, 59000 Lille, France",+33 7 67 15 81 95,https://www.lesboxgourmandes.fr/,4.5,Hauts-de-France,
CASSIOPA Traiteur-Scénariste,"Rue du Pont Gave, 62840 Fleurbaix, France",+33 3 21 61 91 51,https://www.cassiopa.fr/,4.3,Hauts-de-France,
Mihout Traiteur,"6 Rue du Grand Chemin, 62199 Gosnay, France",+33 3 21 53 64 76,,4.9,Hauts-de-France,
La suite du pré,"179 Av. Jean Jaurès, 62800 Liévin, France",+33 6 42 43 21 76,https://www.lasuitedupre-lievin.fr/,4.8,Hauts-de-France,
Nathalie Passion Saveurs,"435 Rue André Plockyn, 59173 Blaringhem, France",+33 6 16 47 39 28,,4.7,Hauts-de-France,
Kelt Events,"21 Rue Léon Gambetta, 59155 Faches-Thumesnil, France",+33 6 52 93 60 01,https://couscouslille.fr/,5.0,Hauts-de-France,
La Gourmandière,"1036 Rue Jean Jaurès, 59156 Lourches, France",+33 3 27 31 62 31,,4.2,Hauts-de-France,
Forest traiteur,,+33 6 83 50 20 44,https://forestevenementiel.com/,5.0,Hauts-de-France,
La Casa Traiteur,"5 Rue Narcisse Houque, 62160 Bully-les-Mines, France",+33 6 79 97 61 15,http://la-casa-traiteur.com/,4.9,Hauts-de-France,
François Traiteur,"95 Rue de Lille, 59300 Valenciennes, France",+33 3 27 46 20 51,http://www.francoistraiteur.com/,4.3,Hauts-de-France,
Maison Davaine (Distributeur 24/24 Plats préparés Traiteur),"338 Rue Francisco Ferrer, 59286 Roost-Warendin, France",+33 3 27 88 75 38,https://www.davaine-traiteur.com/,4.3,Hauts-de-France,
Rest'Home Valenciennes,"Av. de Verdun, 59300 Valenciennes, France",+33 6 89 07 79 53,http://rest-home-valenciennes.fr/,5.0,Hauts-de-France,
Verr'in & Co,,+33 6 42 95 63 22,https://www.verr-in-and-co.fr/,5.0,Hauts-de-France,
Label Réception,"95 Rue Victor Hugo, 59192 Beuvrages, France",+33 6 61 28 94 26,https://www.label-reception.com/,4.5,Hauts-de-France,
Domicile Traiteur,"38 Rue Augustin Delattre, 59680 Ferrière-la-Grande, France",+33 6 35 32 41 24,,5.0,Hauts-de-France,
Traiteur Julien,,+33 6 69 23 74 31,,4.8,Hauts-de-France,
Traiteur Lepolard Julien,"4 Rue du Château, 59218 Poix-du-Nord, France",+33 6 72 76 83 87,http://www.facebook.com/Traiteur-Lepolard-Julien-1389489247822699/,4.9,Hauts-de-France,
Dish Said Wines Chef Isabelle Bougamont,"23 All. des Coteaux, 59300 Valenciennes, France",+33 6 84 97 00 25,http://www.facebook.com/Mets-dit-Vins-1516913651914226,5.0,Hauts-de-France,
Maison Sabatier : votre artisan traiteur,"47 Bd Emile Basly, 62300 Lens, France",+33 3 66 23 92 37,https://www.sabatiertraiteur.com/,4.3,Hauts-de-France,
Butterfly Traiteur,"50 Rue Roger Salengro, 59110 La Madeleine, France",+33 3 66 72 95 79,http://www.butterfly-traiteur.fr/,4.0,Hauts-de-France,
FoodForYou - Service Traiteur et Evénementiel,"Rue du Vieux Château, 62220 Carvin, France",+33 3 21 79 65 65,http://foodforyou.fr/,4.8,Hauts-de-France,
Michel Sauvage Artisan Cuisinier Traiteur,"33 Rue d'Arras, 62123 Berneville, France",+33 6 22 98 23 77,http://www.michelsauvage.fr/,4.7,Hauts-de-France,
Chez Néné,"200 Rte de la Bassée, 62300 Lens, France",+33 6 20 21 63 24,,4.2,Hauts-de-France,
La Poele du Cuistot,"23 Pl. Louis Lebel, 62130 Saint-Pol-sur-Ternoise, France",+33 6 51 32 32 47,,4.7,Hauts-de-France,
Le grillardin traiteur Méchoui à Lens Béthune Arras Douai,,+33 7 56 82 00 51,https://www.facebook.com/Traiteur-le-Grillardin-266706791832312/,5.0,Hauts-de-France,
Miss Cuisine Traiteur,"Rue des Collets, 59110 La Madeleine, France",+33 3 74 09 20 86,https://www.misscuisine-traiteur.fr/,4.3,Hauts-de-France,
Eric Dumont traiteur,"Eric Dumont traiteur, 59270 Méteren, France",+33 6 44 71 09 78,http://dumonterictraiteur.wixsite.com/webself,4.2,Hauts-de-France,
Petit Fermier,"79 Rue Saint-Sébastien, 59000 Lille, France",+33 3 20 19 27 99,https://petitfermier-traiteur.fr/,4.7,Hauts-de-France,
La Flinoiserie,"85B Rue Gustave Delory, 59810 Lesquin, France",+33 6 42 05 01 95,https://www.la-flinoiserie.com/,4.9,Hauts-de-France,
"Traiteur, Organisation de réceptions. La Matelote","10 Rue Jules Lecomte, 62200 Boulogne-sur-Mer, France",,http://www.la-matelote.com/plus/traiteur-restaurant-la-matelote.html,4.3,Hauts-de-France,
Nord Aisne traiteur,"2 Pl. de l'Église, 02500 Luzoir, France",+33 3 60 73 81 74,http://www.nordaisnetraiteur.fr/,4.6,Hauts-de-France,
TRAITEUR 62,"239 Rue Montpencher, 62110 Hénin-Beaumont, France",+33 6 03 99 35 72,https://traiteur62.eatbu.com/,4.6,Hauts-de-France,
Marette Traiteur,"12 Rue de Wicardenne, 62280 Saint-Martin-Boulogne, France",+33 3 21 31 68 53,http://marette-traiteur.com/,4.5,Hauts-de-France,
La box dinatoire,"160 Rue nationale, 62290 Nœux-les-Mines, France",+33 9 81 13 11 65,http://www.laboxdinatoire.com/,4.6,Hauts-de-France,
CHEF EN N'ORD,,+33 6 88 75 12 19,,5.0,Hauts-de-France,
Au Faubourg,"30 Rue du Faubourg de Béthune, 59000 Lille, France",+33 3 20 07 93 00,http://www.aufaubourg-traiteur-lille.fr/,4.7,Hauts-de-France,
Maison Davaine (Distributeur 24/24 Plats préparés Traiteur),"Rue du Faubourg d'Arras, 59552 Lambres-Lez-Douai, France",+33 3 27 88 75 38,https://www.facebook.com/profile.php?id=100057188270801,4.3,Hauts-de-France,
Lille Métropole Traiteur,"287 Rue du Faubourg d'Arras, 59000 Faches-Thumesnil, France",+33 3 20 97 90 04,http://www.lille-metropole-traiteur.com/,4.9,Hauts-de-France,
"Yanni'cuisine, traiteur","Zi lieu dit le gre, 62380 Wavran sur l'Aa, France",+33 3 21 95 64 47,https://www.yannicuisine.com/,3.8,Hauts-de-France,
Rj Events Traiteur,"58 Rue de Cantraine, 62190 Lillers, France",,,4.2,Hauts-de-France,
Le Prèstige Buffet Traiteur,"17 Rue Pierre Baudel, 62210 Avion, France",+33 6 59 56 70 20,http://leprestigebuffettraiteur.org/,4.0,Hauts-de-France,
Denis Anthony Jean-Pierre Andre,"13 Rue de la Lacquette, 62145 Estrée-Blanche, France",+33 3 21 11 94 68,,5.0,Hauts-de-France,
Donce Événementiel,"Rue Gaston Defferre, 59162 Ostricourt, France",+33 6 02 69 81 41,https://donce-evenementiel.fr/,5.0,Hauts-de-France,
Goûtu,"16 Rue du Musée, 59270 Bailleul, France",+33 3 28 49 27 69,https://www.maison-terrier.fr/,5.0,Hauts-de-France,
Daily'Cook,,+33 6 02 71 77 01,https://www.facebook.com/profile.php?id=100063542558589,4.2,Hauts-de-France,
Traiteur Lecomte Père et Fils,"172 Rue du Faubourg de Douai, 59000 Lille, France",+33 3 20 52 78 54,https://m.facebook.com/traiteurlecomte/,4.7,Hauts-de-France,
Productions Traiteur Philippe,"4 Parc d'activités du, 59492 Hoymille, France",+33 6 81 03 79 41,http://www.traiteur-philippe.fr/,4.4,Hauts-de-France,
Philippe VANDELANOITTE Boucherie-Charcuterie-Traiteur,"140 Rue de Roubaix, 59420 Mouvaux, France",+33 3 20 26 03 25,,4.7,Hauts-de-France,
Paris Traiteur,"2 Rue le Roy Mabille, 62152 Neufchâtel-Hardelot, France",+33 3 21 91 55 71,https://paristraiteur.com/,5.0,Hauts-de-France,
Toque Comme Un Chef,"1 Av. Albert Calmette, 59910 Bondues, France",,https://toquecommeunchef.fr/,5.0,Hauts-de-France,
j.traiteur,,+33 6 41 10 80 45,,,Hauts-de-France,
Traiteur Quentin,,+32 498 29 62 97,http://www.traiteurquentin.be/,4.7,Hauts-de-France,
Traiteur | Le Plaisir des Gouts | France,"12 Rue Eugène Leconte, 80740 Ronssoy, France",+33 6 61 62 12 05,,5.0,Hauts-de-France,
Charpantier Laurent - Traiteur,"11 Rue de Sailly, 62490 Tortequesne, France",+33 6 82 66 62 18,,5.0,Hauts-de-France,
Traiteur Villette,"570 Rue Saint-Pierre, 60700 Pontpoint, France",+33 3 44 72 35 92,https://www.traiteurvillette.fr/,4.8,Hauts-de-France,
Mon Petit Traiteur,"6 Rue Jules Ferry, 62720 Rety, France",+33 3 59 44 30 55,https://www.facebook.com/MonPetitTraiteur62,3.5,Hauts-de-France,
Votre Traiteur,"4/4 Rue Carnot, 62750 Loos-en-Gohelle, France",+33 6 19 84 07 55,,3.7,Hauts-de-France,
Traiteur Japonais,"Traiteur Japonais, 59000 Lille, France",,,5.0,Hauts-de-France,
MAXENCE FACHEAUX TRAITEUR,,+33 6 85 26 96 25,https://www.facebook.com/profile.php?id=100090505578277,5.0,Hauts-de-France,
Réception Albaraka,"12 Rue Marcelin Krebs, 59260 Lille, France",+33 6 17 39 78 29,http://www.reception-albaraka.com/,4.7,Hauts-de-France,
SANDRINE TRAITEUR,"11 Grande Rue, 95270 Asnières-sur-Oise, France",+33 9 74 56 40 01,https://www.jean-paul-sandrine-traiteur.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,4.7,Hauts-de-France,
Votre Traiteur Hervé Halle,"Pl. du Palais de Justice, 02100 Saint-Quentin, France",+33 3 23 62 53 54,http://www.votre-traiteur.com/hervehalle/,4.2,Hauts-de-France,
Le Petit Gourmet,"17 Rue du Pont, 80700 Bus-la-Mesiére, France",+33 6 85 86 41 15,https://www.le-petit-gourmet.net/,3.9,Hauts-de-France,
"RASOEE DUNKERQUE - Traiteur, cours de cuisine Indienne à Domicile",,+33 6 27 21 39 33,https://www.facebook.com/RasoeeDunkerque/,5.0,Hauts-de-France,
A la bonne table - Traiteur à domicile - Distributeur de plat préparés,"397 Rue des Bois, 59310 Faumont, France",+33 6 16 33 30 79,https://alabonnetable.fr/,,Hauts-de-France,
St Once - Traiteur & Livraison plateau repas,,+33 3 20 73 42 95,,4.3,Hauts-de-France,
LES DELICES DE JOHAN,"288 Rue Hector Berlioz Cité Cornuault, 62141 Évin-Malmaison, France",+33 6 59 50 96 45,http://www.lesdelicesdejohan.fr/,3.7,Hauts-de-France,
Clic & Cook,"L'Espérance, 72330 Yvré-le-Pôlin, France",+33 2 43 87 49 04,,4.8,Hauts-de-France,
E.Leclerc TRAITEUR Lille,"94 Rue de Lannoy, 59800 Lille, France",+33 3 20 61 76 17,https://www-traiteur.leclercdrive.fr/passerelle/passerelle.aspx?param=MAGASIN125961&vue=32,3.1,Hauts-de-France,
Les Bouches Gourmandes Ingrid Coupet EI,,+33 7 55 62 25 77,,,Hauts-de-France,
Traiteur Auchan,"2 Av. des Frais Fonds, 62219 Longuenesse, France",,,1.0,Hauts-de-France,
Pat Et Caramel,"Pl. des Anciens Combattants, 72230 Mulsanne, France",+33 2 43 40 44 44,http://www.pat-et-caramel.fr/,4.9,Hauts-de-France,
RENAUD Traiteur,"1 Rue du Gobillon, 72220 Laigné-en-Belin, France",+33 2 43 47 03 90,http://www.renaudtraiteur.fr/,4.8,Hauts-de-France,
William Sarazin Traiteur,"Chem. aux Bœufs, 72100 Le Mans, France",+33 6 86 98 08 13,https://www.sarazintraiteur.com/,4.7,Hauts-de-France,
Traiteur Auchan Arras,"225 Av. Winston Churchill, 62000 Arras, France",,https://traiteur.auchan.fr/magasin/auchan-traiteur-arras-69/e-11152272,3.9,Hauts-de-France,
plats dînatoire,"62 Rue Gabriel Péri, 59496 Salomé, France",,https://www.plats-dinatoire.fr/,,Hauts-de-France,
Les Gourmandises de Goulaine,"10 Rue Pasteur, 44115 Basse-Goulaine, France",+33 2 40 04 57 95,http://www.les-gourmandises-de-goulaine.com/,4.7,Hauts-de-France,
P Ty Breizh Crêpier Traiteur,"11 Beaumont, 72330 Oizé, France",+33 6 19 47 08 58,,5.0,Hauts-de-France,
La cuisine de Pauline - Chef à domicile,,+33 6 31 54 70 17,https://www.facebook.com/lacuisinedepaulinehazebrouck/,,Hauts-de-France,
mrtartiflette Terroirs & Traditions - Traiteur à domicile - Rôtisseur,,+33 6 88 88 42 14,https://mrtartiflette.com/,4.0,Hauts-de-France,
Le Plat Qui Roule Traiteur,"14 Rue de la Tannerie, 49330 Les Hauts-d'Anjou, France",+33 6 95 23 20 07,http://leplatquiroule.com/,4.8,Hauts-de-France,
Chapeau de paille foodtruck,"6 Rue Sainte-Geneviève, 72500 Dissay-Sous-Courcillon, France",+33 6 72 14 86 09,http://chapeaudepaillefoodtruck.fr/,5.0,Hauts-de-France,
"Traiteur Simon - Séminaires, mariages, baptêmes","6 Rue de la Gare, 68850 Staffelfelden, France",+33 3 89 57 74 04,http://www.traiteursimon.fr/,4.1,Hauts-de-France,
JM CREATRAITEUR,"8 Pl. de la République, 72150 Le Grand-Lucé, France",+33 2 43 40 92 87,,4.4,Hauts-de-France,
Plateaux Repas 0 déchet by Myäm!,"Centre Atrium, 59777 Lille, France",+33 9 67 72 85 36,http://myam-cuisine.com/,,Hauts-de-France,
Carrefour Traiteur,"Av. du Grand Cottignies, 59290 Wasquehal, France",+33 3 28 45 28 79,https://traiteur.carrefour.fr/,1.0,Hauts-de-France,
L'Oeil De Boeuf,"2 Rte de Mouliherne, 49490 Auverse, France",+33 2 41 82 38 19,,4.6,Hauts-de-France,
saveurs d'antan traiteur,"7 RUE DE LA HAUTE FEUILE, 62650 Saint-Michel-sous-Bois, France",+33 6 01 23 64 85,,1.0,Hauts-de-France,
Ripailleur de la Clairière,,+33 6 46 28 18 22,,,Hauts-de-France,
Ô BON SARTHOIS ( restaurant & traiteur ),"Les portes du belinois, 72220 Écommoy, France",+33 2 43 27 19 08,https://m.facebook.com/people/O-bon-sarthois/100063727561836/,4.7,Hauts-de-France,
O Saveurs De Berce,"2 Av. de Tours, 72500 Montval-sur-Loir, France",+33 2 43 46 91 82,http://www.osaveursdeberce.fr/,4.6,Hauts-de-France,
Goblet Pascal,"12 Rue du Dr Chevalier, 59177 Sains-du-Nord, France",,,1.0,Hauts-de-France,
Traiteur Le piton de la fournaise,,+33 7 65 83 82 43,http://www.traiteurlepitondelafournaise.com/,5.0,Hauts-de-France,
Toc'toque Le Traiteur,"35 Rue Léon Blum, 62300 Lens, France",+33 6 60 68 27 62,https://toc-toque-le-traiteur.eatbu.com/?lang=fr,1.0,Hauts-de-France,
Mjp traiteur,,+33 7 69 91 55 26,,5.0,Hauts-de-France,
Ramaugé Eric,"Le Moulin d'Ourne, 72500 Flée, France",+33 2 43 44 99 57,,4.6,Hauts-de-France,
AU GOURMET NORMAND,"4 Rue Eugène Pottier, 44400 Rezé, France",+33 2 40 75 07 80,http://www.traiteur-reze.fr/,4.8,Hauts-de-France,
Les Traiteurs de France,"36 Rue Étienne Marcel, 75002 Paris, France",+33 1 42 33 30 17,https://traiteurs-de-france.com/fr/?utm_source=google&utm_medium=mybusiness,4.3,Hauts-de-France,
RC TRAITEUR,"12 Rue Renée Auduc, 72330 Cérans-Foulletourte, France",+33 6 89 14 97 14,http://rc-traiteur.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6072793787201520105,5.0,Hauts-de-France,
Aux Saveurs du Jour,"Rue de la Broderie, 49120 Chemillé-en-Anjou, France",+33 6 21 05 60 18,https://www.auxsaveursdujour.fr/,5.0,Hauts-de-France,
Aux saveurs de Nora / traiteur à domicile Angers,"14 bis Rue de Bourgogne, 49000 Angers, France",+33 6 64 83 44 71,,4.9,Hauts-de-France,
Mattezi Traiteur,"1581 Chem. des Queutes, 72230 Ruaudin, France",+33 6 22 62 85 40,https://mattezitraiteur.com/,5.0,Hauts-de-France,
CGN Traiteur Gourmet,,+33 2 47 29 36 95,,4.1,Hauts-de-France,
Jouanneau Nadège,"La Maillardière, 72220 Saint-Ouen-en-Belin, France",,https://www.nadegetraiteur.fr/,4.5,Hauts-de-France,
Home Campagne Caterer Except Cadre,"Home Campagne Caterer Except Cadre, 49440 Angrie, France",+33 6 68 50 62 77,http://www.maisondecampagne-traiteur.fr/,5.0,Hauts-de-France,
